"Indicator","GeoAreaName","Time_Detail","Value","Units","Source","SeriesDescription","SeriesCode"
"1.1.1","Middle Africa",2012,53.3,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2012,55.4,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2012,51.2,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2012,53.1,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2012,51.8,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2012,54.8,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2012,53.1,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2012,55.2,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2012,51.1,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2013,53.4,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2013,53.2,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2013,49.4,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2013,51.3,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2013,50.6,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2013,51.9,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2013,53.4,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2013,49.1,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2013,51.1,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2014,50.8,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2014,49.5,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2014,49.7,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2014,49.5,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2014,47.8,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2014,52,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2014,47.4,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2014,51.9,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2014,51.8,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2015,47,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2015,49.5,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2015,51.8,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2015,50.7,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2015,51.5,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2015,51.5,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2015,47.5,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2015,49.1,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2015,49.4,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2016,50,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2016,52.4,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2016,47.9,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2016,52.8,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2016,50.5,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2016,52.5,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2016,51.7,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2016,48.5,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2016,50.4,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2017,53.1,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2017,53.6,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2017,53.2,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2017,48.7,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2017,50.7,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2017,51.1,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2017,51.4,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2017,49.2,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2017,52.5,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2018,53.6,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2018,54,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2018,51.4,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2018,53,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2018,53.5,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2018,51.9,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2018,49.5,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2018,51,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2018,48.9,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2019,53.3,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2019,49,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2019,51.2,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2019,51.6,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2019,53.6,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2019,53.8,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2019,52.2,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2019,49.6,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2019,54.3,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2020,53.3,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Middle Africa",2021,53.8,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2000,28.8,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2000,16.8,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2000,27.5,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2000,30.9,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2000,15,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2000,23.9,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2000,24.9,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2000,18.5,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2000,20,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2001,19.9,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2001,27.9,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2001,16.8,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2001,31.1,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2001,29.2,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2001,23.8,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2001,18.5,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2001,15,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2001,24.8,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2002,24,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2002,30.1,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2002,19.3,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2002,18,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2002,28.4,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2002,27.4,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2002,16.4,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2002,23.2,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2002,14.7,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2003,17.6,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2003,16.2,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2003,22.2,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2003,27,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
